"Combinación","Participant","Result","u(xi)","z-score","z-score Eval","z'-score","z'-score Eval","zeta-score","zeta-score Eval","En-score","En-score Eval"
"Referencia (1)","part_1",25.6802014652015,0.126036894389286,-0.226317769183737,"Satisfactory",-0.210471250187025,"Satisfactory",-0.112476170595529,"Satisfactory",-0.0562380852977646,"Satisfactory"
"Referencia (1)","part_2",25.708967032967,0.126598797552439,0.223966862537307,"Satisfactory",0.208284951414588,"Satisfactory",0.110832718453366,"Satisfactory",0.0554163592266832,"Satisfactory"
"Referencia (1)","part_3",25.6739706959707,0.109784061754604,-0.323851725450421,"Satisfactory",-0.301175987093784,"Satisfactory",-0.183652879090304,"Satisfactory",-0.0918264395451521,"Satisfactory"
"Referencia (1)","part_4",25.6920915750916,0.101535853691418,-0.040194769748725,"Satisfactory",-0.0373803765851263,"Satisfactory",-0.0245416624456191,"Satisfactory",-0.0122708312228096,"Satisfactory"
"Referencia (1)","part_5",25.7134139194139,0.100664155808436,0.293576634969207,"Satisfactory",0.273020724844212,"Satisfactory",0.180709336979338,"Satisfactory",0.090354668489669,"Satisfactory"
"Referencia (1)","part_6",25.6979120879121,0.110168721964555,0.0509171976278542,"Satisfactory",0.0473520319655236,"Satisfactory",0.0287788262644198,"Satisfactory",0.0143894131322099,"Satisfactory"
"Consenso MADe (2a)","part_1",25.6802014652015,0.126036894389286,-0.693886372478044,"Satisfactory",-0.618060928015271,"Satisfactory",-0.116993362875596,"Satisfactory",-0.0584966814377982,"Satisfactory"
"Consenso MADe (2a)","part_2",25.708967032967,0.126598797552439,0.654731294413392,"Satisfactory",0.58318457816173,"Satisfactory",0.109905219391738,"Satisfactory",0.0549526096958689,"Satisfactory"
"Consenso MADe (2a)","part_3",25.6739706959707,0.109784061754604,-0.986003862787049,"Satisfactory",-0.878256853905989,"Satisfactory",-0.190633521043201,"Satisfactory",-0.0953167605216007,"Satisfactory"
"Consenso MADe (2a)","part_4",25.6920915750916,0.101535853691418,-0.136441708436336,"Satisfactory",-0.121531841928224,"Satisfactory",-0.0284990635285065,"Satisfactory",-0.0142495317642533,"Satisfactory"
"Consenso MADe (2a)","part_5",25.7134139194139,0.100664155808436,0.863214911833652,"Satisfactory",0.768885844492369,"Satisfactory",0.181846118294387,"Satisfactory",0.0909230591471935,"Satisfactory"
"Consenso MADe (2a)","part_6",25.6979120879121,0.110168721964555,0.136441708436336,"Satisfactory",0.121531841928224,"Satisfactory",0.0262883616527658,"Satisfactory",0.0131441808263829,"Satisfactory"
"Consenso nIQR (2b)","part_1",25.6802014652015,0.126036894389286,-0.866957185831699,"Satisfactory",-0.772219176046152,"Satisfactory",-0.117149318615726,"Satisfactory",-0.0585746593078632,"Satisfactory"
"Consenso nIQR (2b)","part_2",25.708967032967,0.126598797552439,0.818035953715954,"Satisfactory",0.728643882856394,"Satisfactory",0.110050435743552,"Satisfactory",0.0550252178717762,"Satisfactory"
"Consenso nIQR (2b)","part_3",25.6739706959707,0.109784061754604,-1.23193532544566,"Satisfactory",-1.09731379761869,"Satisfactory",-0.190967876698751,"Satisfactory",-0.0954839383493753,"Satisfactory"
"Consenso nIQR (2b)","part_4",25.6920915750916,0.101535853691418,-0.170473328584901,"Satisfactory",-0.151844607195208,"Satisfactory",-0.0285574290956539,"Satisfactory",-0.014278714547827,"Satisfactory"
"Consenso nIQR (2b)","part_5",25.7134139194139,0.100664155808436,1.07852005805884,"Satisfactory",0.960663207127657,"Satisfactory",0.182224958819662,"Satisfactory",0.0911124794098308,"Satisfactory"
"Consenso nIQR (2b)","part_6",25.6979120879121,0.110168721964555,0.170473328584901,"Satisfactory",0.151844607195208,"Satisfactory",0.0263341501584474,"Satisfactory",0.0131670750792237,"Satisfactory"
"Algoritmo A (3)","part_1",25.6802014652015,0.126036894389286,-1.00152918708346,"Satisfactory",-0.892085625766873,"Satisfactory",-0.112674960788071,"Satisfactory",-0.0563374803940356,"Satisfactory"
"Algoritmo A (3)","part_2",25.708967032967,0.126598797552439,1.0237949432615,"Satisfactory",0.911918258993575,"Satisfactory",0.1146703762953,"Satisfactory",0.0573351881476499,"Satisfactory"
"Algoritmo A (3)","part_3",25.6739706959707,0.109784061754604,-1.44022476148028,"Satisfactory",-1.28284210201756,"Satisfactory",-0.185919520565405,"Satisfactory",-0.0929597602827023,"Satisfactory"
"Algoritmo A (3)","part_4",25.6920915750916,0.101535853691418,-0.164371142121707,"Satisfactory",-0.146409246049701,"Satisfactory",-0.0229340575198076,"Satisfactory",-0.0114670287599038,"Satisfactory"
"Algoritmo A (3)","part_5",25.7134139194139,0.100664155808436,1.33689102045893,"Satisfactory",1.19080030612112,"Satisfactory",0.188138099294702,"Satisfactory",0.0940690496473508,"Satisfactory"
"Algoritmo A (3)","part_6",25.6979120879121,0.110168721964555,0.245439126964508,"Satisfactory",0.218618408718989,"Satisfactory",0.0315737428318052,"Satisfactory",0.0157868714159026,"Satisfactory"
