"Participante","Resultado","Peso","Residuo estandarizado"
"part_1",0.0290048179562634,1,0.389512513442459
"part_2",0.0296053545669609,1,0.417662810919716
"part_3",0.00241589637066528,1,-0.856849554916082
"part_4",0.0233440136172177,1,0.12416095407694
"part_5",0.0360983901679073,1,0.722025410037107
"part_6",-0.00417939530321387,0.735527394850225,-1.16600543194632
