"Participante","Resultado","Peso","Residuo estandarizado"
"part_1",90.4440875706215,0.323158487111762,-1.75910683823451
"part_2",90.449474952919,1,0.290756463572329
"part_3",90.4478693032015,1,-0.320182625148557
"part_4",90.447890772128,1,-0.312013840729517
"part_5",90.4498864406779,1,0.447324831940075
"part_6",90.4547653483992,0.188426410349269,2.3037169233863
