"","Item","sample_id","sample_1","sample_2","average","range"
"1",1,1,19.7576470588235,19.8094117647059,13.5223529411765,18.8094117647059
"2",2,2,19.7258823529412,19.6917647058824,13.8058823529412,17.7258823529412
