"","Item","sample_id","sample_1","sample_2","average","range"
"1",1,1,64.8157142857143,65.0663736263736,43.6273626373626,64.0663736263736
"2",2,2,65.2058241758242,64.9824175824176,44.0627472527473,63.2058241758242
