"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",90.4332435028248,0.0356087570621829,0.014075597120513,""
"Consenso MADe (2a)","2a",90.4486828625235,0.00149570743875091,0.000763275006130179,""
"Consenso nIQR (2b)","2b",90.4486828625235,0.00141506631354157,0.000722123004245435,""
"Algoritmo A (3)","3",90.448710796488,0.00175211107746278,0.000894120440096221,""
