"Participante","Resultado","Peso","Residuo estandarizado"
"part_1",80.4162945075757,1,-0.886683822829757
"part_2",80.4288659090909,1,-0.189300748370737
"part_3",80.4215142045455,1,-0.597127537788482
"part_4",80.4463685606061,1,0.781637369397797
"part_5",80.4314846590909,1,-0.0440288052200394
"part_6",80.4491422348485,1,0.935503544809642
