"Iteración","Valor asignado (x*)","Desviación robusta (s*)","Cambio"
1,0.0254831296419384,0.0110497118514898,0.00114704374232125
2,0.0244371126710495,0.0119610870231151,0.00104601697088894
3,0.0233371260112744,0.0127529386124746,0.00109998665977505
4,0.0221930584458738,0.0134282275323496,0.00114406756540069
5,0.0211397772724022,0.0139509621693691,0.00105328117347151
6,0.0206952601323715,0.0142221495452579,0.000444517140030735
