pollutant,run,level,participant_id,replicate,sample_group,mean_value,sd_value
so2,corrida_6,60-nmol/mol,part_1,2,1-10,59.90268817,0.06209360623
so2,corrida_6,60-nmol/mol,part_1,2,11-20,59.88311828,0.05086588535
so2,corrida_6,60-nmol/mol,part_1,2,21-30,59.90290323,0.03498637526
so2,corrida_6,60-nmol/mol,part_2,3,1-10,59.88021505,0.02971324003
so2,corrida_6,60-nmol/mol,part_2,3,11-20,59.88774194,0.02733054232
so2,corrida_6,60-nmol/mol,part_2,3,21-30,59.89311828,0.03281557265
so2,corrida_6,60-nmol/mol,part_3,4,1-10,59.90419355,0.03325597066
so2,corrida_6,60-nmol/mol,part_3,4,11-20,59.88505376,0.03890317363
so2,corrida_6,60-nmol/mol,part_3,4,21-30,59.91225806,0.01833360486
so2,corrida_6,60-nmol/mol,ref,1,1-10,59.87698925,0.02537573658
so2,corrida_6,60-nmol/mol,ref,1,11-20,59.92010753,0.03215854821
so2,corrida_6,60-nmol/mol,ref,1,21-30,59.88290323,0.05145697773
