pollutant,run,level,participant_id,replicate,sample_group,mean_value,sd_value
co,corrida_3,4-μmol/mol,part_2,3,1-10,4.024252229,0.01283876897
co,corrida_3,4-μmol/mol,part_2,3,11-20,4.021792965,0.01178496343
co,corrida_3,4-μmol/mol,part_2,3,21-30,4.020938074,0.01251746778
co,corrida_3,4-μmol/mol,part_3,4,1-10,4.027373615,0.01323245651
co,corrida_3,4-μmol/mol,part_3,4,11-20,4.018080433,0.01085798859
co,corrida_3,4-μmol/mol,part_3,4,21-30,4.02115658,0.01278467667
co,corrida_3,4-μmol/mol,part_4,5,1-10,4.021095455,0.01310967207
co,corrida_3,4-μmol/mol,part_4,5,11-20,4.027404134,0.01254719492
co,corrida_3,4-μmol/mol,part_4,5,21-30,4.023120022,0.01197846014
co,corrida_3,4-μmol/mol,part_5,6,1-10,4.024846147,0.01161394341
co,corrida_3,4-μmol/mol,part_5,6,11-20,4.024034502,0.01399348421
co,corrida_3,4-μmol/mol,part_5,6,21-30,4.026449805,0.01227175916
co,corrida_3,4-μmol/mol,part_6,7,1-10,4.024165628,0.01233381259
co,corrida_3,4-μmol/mol,part_6,7,11-20,4.017779632,0.01226649941
co,corrida_3,4-μmol/mol,part_6,7,21-30,4.021168333,0.01189502255
co,corrida_3,4-μmol/mol,ref,1,1-10,4.022060693,0.01329633528
co,corrida_3,4-μmol/mol,ref,1,11-20,4.020025887,0.01362366579
co,corrida_3,4-μmol/mol,ref,1,21-30,4.023175325,0.01247175246
co,corrida_4,6-μmol/mol,part_1,2,1-10,6.066785222,0.01273986592
co,corrida_4,6-μmol/mol,part_1,2,11-20,6.073435345,0.012532971
co,corrida_4,6-μmol/mol,part_1,2,21-30,6.0701383,0.01401739927
co,corrida_4,6-μmol/mol,part_2,3,1-10,6.064766338,0.01370082547
co,corrida_4,6-μmol/mol,part_2,3,11-20,6.076510755,0.01213592973
co,corrida_4,6-μmol/mol,part_2,3,21-30,6.069945525,0.01375757863
co,corrida_4,6-μmol/mol,part_3,4,1-10,6.077431404,0.0123833413
co,corrida_4,6-μmol/mol,part_3,4,11-20,6.068229885,0.01204818366
co,corrida_4,6-μmol/mol,part_3,4,21-30,6.066009319,0.0135443962
co,corrida_4,6-μmol/mol,part_4,5,1-10,6.068923235,0.01534067148
co,corrida_4,6-μmol/mol,part_4,5,11-20,6.065600411,0.01047658785
co,corrida_4,6-μmol/mol,part_4,5,21-30,6.069671921,0.01371296325
co,corrida_4,6-μmol/mol,part_5,6,1-10,6.077361741,0.01351167359
co,corrida_4,6-μmol/mol,part_5,6,11-20,6.06696486,0.009718182256
co,corrida_4,6-μmol/mol,part_5,6,21-30,6.075471511,0.01443583413
co,corrida_4,6-μmol/mol,part_6,7,1-10,6.072131486,0.01342653445
co,corrida_4,6-μmol/mol,part_6,7,11-20,6.074192077,0.0126528691
co,corrida_4,6-μmol/mol,part_6,7,21-30,6.068264943,0.01335691161
co,corrida_4,6-μmol/mol,ref,1,1-10,6.060585057,0.003916164095
co,corrida_4,6-μmol/mol,ref,1,11-20,6.063874795,0.01233136156
co,corrida_4,6-μmol/mol,ref,1,21-30,6.07624844,0.01174271834
co,corrida_5,8-μmol/mol,part_1,2,1-10,8.002002025,0.0501708083
co,corrida_5,8-μmol/mol,part_1,2,11-20,8.05106786,0.05829515391
co,corrida_5,8-μmol/mol,part_1,2,21-30,8.036453538,0.06397387097
co,corrida_5,8-μmol/mol,part_2,3,1-10,8.062055094,0.05281184558
co,corrida_5,8-μmol/mol,part_2,3,11-20,8.048149616,0.06191545387
co,corrida_5,8-μmol/mol,part_2,3,21-30,8.035628154,0.06473548397
co,corrida_5,8-μmol/mol,part_3,4,1-10,8.054315516,0.06065240904
co,corrida_5,8-μmol/mol,part_3,4,11-20,8.079500085,0.04773145245
co,corrida_5,8-μmol/mol,part_3,4,21-30,8.015506223,0.05327306041
co,corrida_5,8-μmol/mol,part_4,5,1-10,8.027784463,0.06201194591
co,corrida_5,8-μmol/mol,part_4,5,11-20,8.049086829,0.05993005029
co,corrida_5,8-μmol/mol,part_4,5,21-30,8.050348572,0.05959396431
co,corrida_5,8-μmol/mol,part_5,6,1-10,8.04204188,0.05942121131
co,corrida_5,8-μmol/mol,part_5,6,11-20,8.066333014,0.05363794731
co,corrida_5,8-μmol/mol,part_5,6,21-30,8.052534633,0.06179798047
co,corrida_5,8-μmol/mol,part_6,7,1-10,8.038380541,0.06261293623
co,corrida_5,8-μmol/mol,part_6,7,11-20,8.060690473,0.0610295818
co,corrida_5,8-μmol/mol,part_6,7,21-30,8.049630712,0.06308506944
co,corrida_5,8-μmol/mol,ref,1,1-10,8.040967477,0.06630702192
co,corrida_5,8-μmol/mol,ref,1,11-20,8.042467583,0.06647011962
co,corrida_5,8-μmol/mol,ref,1,21-30,8.054438789,0.05960485477
no,corrida_1,0-nmol/mol,part_1,2,1-10,0.5819244949,0.1351627697
no,corrida_1,0-nmol/mol,part_1,2,11-20,0.5661583333,0.1634937613
no,corrida_1,0-nmol/mol,part_1,2,21-30,0.5623666667,0.1564995757
no,corrida_1,0-nmol/mol,part_2,3,1-10,0.5587378788,0.1237773278
no,corrida_1,0-nmol/mol,part_2,3,11-20,0.5702727273,0.1522151959
no,corrida_1,0-nmol/mol,part_2,3,21-30,0.6093666667,0.1354552629
no,corrida_1,0-nmol/mol,part_3,4,1-10,0.6181656566,0.1237018314
no,corrida_1,0-nmol/mol,part_3,4,11-20,0.5192929293,0.1105277704
no,corrida_1,0-nmol/mol,part_3,4,21-30,0.5377070707,0.1267486381
no,corrida_1,0-nmol/mol,part_4,5,1-10,0.5168164141,0.1229902827
no,corrida_1,0-nmol/mol,part_4,5,11-20,0.5350982323,0.122636863
no,corrida_1,0-nmol/mol,part_4,5,21-30,0.5364224747,0.09250420772
no,corrida_1,0-nmol/mol,part_5,6,1-10,0.5544179293,0.1333111863
no,corrida_1,0-nmol/mol,part_5,6,11-20,0.5700444444,0.1277354786
no,corrida_1,0-nmol/mol,part_5,6,21-30,0.5277042929,0.1283538032
no,corrida_1,0-nmol/mol,part_6,7,1-10,0.5317106061,0.1102256246
no,corrida_1,0-nmol/mol,part_6,7,11-20,0.5768861111,0.1511332125
no,corrida_1,0-nmol/mol,part_6,7,21-30,0.5793929293,0.1436813381
no,corrida_1,0-nmol/mol,ref,1,1-10,0.6762305556,0.1391915818
no,corrida_1,0-nmol/mol,ref,1,11-20,0.6689035354,0.1170764371
no,corrida_1,0-nmol/mol,ref,1,21-30,0.5410295455,0.1155428806
no,corrida_2,121-nmol/mol,part_1,2,1-10,120.3216996,0.09101394537
no,corrida_2,121-nmol/mol,part_1,2,11-20,120.3804348,0.06332812689
no,corrida_2,121-nmol/mol,part_1,2,21-30,120.3285771,0.08815441326
no,corrida_2,121-nmol/mol,part_2,3,1-10,120.379249,0.05829090385
no,corrida_2,121-nmol/mol,part_2,3,11-20,120.356996,0.05033345044
no,corrida_2,121-nmol/mol,part_2,3,21-30,120.3346245,0.0463117132
no,corrida_2,121-nmol/mol,part_3,4,1-10,120.3378261,0.06336588755
no,corrida_2,121-nmol/mol,part_3,4,11-20,120.3470751,0.0551947662
no,corrida_2,121-nmol/mol,part_3,4,21-30,120.3502372,0.04611836976
no,corrida_2,121-nmol/mol,part_4,5,1-10,120.3981423,0.0635923082
no,corrida_2,121-nmol/mol,part_4,5,11-20,120.3398814,0.09525490333
no,corrida_2,121-nmol/mol,part_4,5,21-30,120.3588538,0.08261603941
no,corrida_2,121-nmol/mol,part_5,6,1-10,120.3612648,0.05781689899
no,corrida_2,121-nmol/mol,part_5,6,11-20,120.3429644,0.07529734754
no,corrida_2,121-nmol/mol,part_5,6,21-30,120.3552964,0.1290377064
no,corrida_2,121-nmol/mol,part_6,7,1-10,120.3698024,0.0670240438
no,corrida_2,121-nmol/mol,part_6,7,11-20,120.3204348,0.08957956403
no,corrida_2,121-nmol/mol,part_6,7,21-30,120.3625692,0.06889576118
no,corrida_2,121-nmol/mol,ref,1,1-10,120.2799209,0.08868482481
no,corrida_2,121-nmol/mol,ref,1,11-20,120.3219763,0.07160448728
no,corrida_2,121-nmol/mol,ref,1,21-30,120.3619763,0.05417849614
no,corrida_3,180-nmol/mol,part_1,2,1-10,182.2993575,0.2465584177
no,corrida_3,180-nmol/mol,part_1,2,11-20,182.0720165,0.1711367745
no,corrida_3,180-nmol/mol,part_1,2,21-30,182.2091551,0.2775968607
no,corrida_3,180-nmol/mol,part_2,3,1-10,182.2206678,0.292811003
no,corrida_3,180-nmol/mol,part_2,3,11-20,182.1784928,0.2484220772
no,corrida_3,180-nmol/mol,part_2,3,21-30,182.1545424,0.2247319132
no,corrida_3,180-nmol/mol,part_3,4,1-10,182.224165,0.2977390868
no,corrida_3,180-nmol/mol,part_3,4,11-20,182.0612321,0.1717333359
no,corrida_3,180-nmol/mol,part_3,4,21-30,182.1748911,0.2611552176
no,corrida_3,180-nmol/mol,part_4,5,1-10,182.197923,0.2189608862
no,corrida_3,180-nmol/mol,part_4,5,11-20,182.1817459,0.3024530749
no,corrida_3,180-nmol/mol,part_4,5,21-30,182.2154686,0.2262341827
no,corrida_3,180-nmol/mol,part_5,6,1-10,182.3136535,0.2375779809
no,corrida_3,180-nmol/mol,part_5,6,11-20,182.2978108,0.2764217379
no,corrida_3,180-nmol/mol,part_5,6,21-30,182.2505545,0.2401371892
no,corrida_3,180-nmol/mol,part_6,7,1-10,182.2061584,0.238326758
no,corrida_3,180-nmol/mol,part_6,7,11-20,182.3452541,0.2127410331
no,corrida_3,180-nmol/mol,part_6,7,21-30,182.2366062,0.2806396318
no,corrida_3,180-nmol/mol,ref,1,1-10,182.3375347,0.2408226038
no,corrida_3,180-nmol/mol,ref,1,11-20,182.2782398,0.1985511327
no,corrida_3,180-nmol/mol,ref,1,21-30,182.2540286,0.2662190679
no,corrida_4,42-nmol/mol,part_1,2,1-10,24.92939412,1.196405812
no,corrida_4,42-nmol/mol,part_1,2,11-20,25.10122941,1.081250291
no,corrida_4,42-nmol/mol,part_1,2,21-30,24.87028824,1.355860782
no,corrida_4,42-nmol/mol,part_2,3,1-10,24.24437647,1.115363365
no,corrida_4,42-nmol/mol,part_2,3,11-20,24.97372941,0.9028165455
no,corrida_4,42-nmol/mol,part_2,3,21-30,24.63829412,0.9711187692
no,corrida_4,42-nmol/mol,part_3,4,1-10,25.14895882,1.088718808
no,corrida_4,42-nmol/mol,part_3,4,11-20,25.24915294,0.6840168799
no,corrida_4,42-nmol/mol,part_3,4,21-30,25.09268235,1.336258911
no,corrida_4,42-nmol/mol,part_4,5,1-10,24.83268824,1.203006461
no,corrida_4,42-nmol/mol,part_4,5,11-20,24.84067059,1.238406039
no,corrida_4,42-nmol/mol,part_4,5,21-30,25.10549412,1.369463455
no,corrida_4,42-nmol/mol,part_5,6,1-10,25.24981176,0.8459088017
no,corrida_4,42-nmol/mol,part_5,6,11-20,24.65953529,0.9563057236
no,corrida_4,42-nmol/mol,part_5,6,21-30,24.65336471,1.050860541
no,corrida_4,42-nmol/mol,part_6,7,1-10,25.03687647,0.9549266722
no,corrida_4,42-nmol/mol,part_6,7,11-20,24.08691765,0.6539195092
no,corrida_4,42-nmol/mol,part_6,7,21-30,25.04574118,0.7969670797
no,corrida_4,42-nmol/mol,ref,1,1-10,24.42518824,1.434487909
no,corrida_4,42-nmol/mol,ref,1,11-20,24.69322353,1.192153739
no,corrida_4,42-nmol/mol,ref,1,21-30,24.97660588,1.054062005
no,corrida_5,81-nmol/mol,part_1,2,1-10,80.66434615,0.04008539947
no,corrida_5,81-nmol/mol,part_1,2,11-20,80.67988462,0.04990969821
no,corrida_5,81-nmol/mol,part_1,2,21-30,80.70173077,0.0445413658
no,corrida_5,81-nmol/mol,part_2,3,1-10,80.66401923,0.02206496482
no,corrida_5,81-nmol/mol,part_2,3,11-20,80.68092308,0.03769304901
no,corrida_5,81-nmol/mol,part_2,3,21-30,80.67851923,0.05827935302
no,corrida_5,81-nmol/mol,part_3,4,1-10,80.68721154,0.05339772447
no,corrida_5,81-nmol/mol,part_3,4,11-20,80.68501923,0.04199030621
no,corrida_5,81-nmol/mol,part_3,4,21-30,80.69461538,0.04294613463
no,corrida_5,81-nmol/mol,part_4,5,1-10,80.68732692,0.03770598152
no,corrida_5,81-nmol/mol,part_4,5,11-20,80.67596154,0.02925353365
no,corrida_5,81-nmol/mol,part_4,5,21-30,80.69311538,0.03566221008
no,corrida_5,81-nmol/mol,part_5,6,1-10,80.68436538,0.0379058197
no,corrida_5,81-nmol/mol,part_5,6,11-20,80.67001923,0.03438998911
no,corrida_5,81-nmol/mol,part_5,6,21-30,80.67388462,0.04822164542
no,corrida_5,81-nmol/mol,part_6,7,1-10,80.66296154,0.04748864012
no,corrida_5,81-nmol/mol,part_6,7,11-20,80.69105769,0.05048273297
no,corrida_5,81-nmol/mol,part_6,7,21-30,80.68567308,0.04154175062
no,corrida_5,81-nmol/mol,ref,1,1-10,80.66246154,0.02637581773
no,corrida_5,81-nmol/mol,ref,1,11-20,80.69938462,0.02686926857
no,corrida_5,81-nmol/mol,ref,1,21-30,80.67382692,0.0544821604
no2,corrida_1,0-nmol/mol,part_1,2,1-10,0.1969206616,0.1537362611
no2,corrida_1,0-nmol/mol,part_1,2,11-20,0.1471791981,0.1610663804
no2,corrida_1,0-nmol/mol,part_1,2,21-30,0.1097075803,0.161358976
no2,corrida_1,0-nmol/mol,part_2,3,1-10,0.1885491226,0.1599727045
no2,corrida_1,0-nmol/mol,part_2,3,11-20,0.2369392396,0.1602452736
no2,corrida_1,0-nmol/mol,part_2,3,21-30,0.1132581274,0.1622440201
no2,corrida_1,0-nmol/mol,part_3,4,1-10,0.06984606449,0.1728296876
no2,corrida_1,0-nmol/mol,part_3,4,11-20,0.08062960798,0.174668287
no2,corrida_1,0-nmol/mol,part_3,4,21-30,0.1107608962,0.1619662185
no2,corrida_1,0-nmol/mol,part_4,5,1-10,0.1716704315,0.1525089035
no2,corrida_1,0-nmol/mol,part_4,5,11-20,0.009241551117,0.161203543
no2,corrida_1,0-nmol/mol,part_4,5,21-30,0.0426654856,0.1155026838
no2,corrida_1,0-nmol/mol,part_5,6,1-10,0.1042069008,0.1623828152
no2,corrida_1,0-nmol/mol,part_5,6,11-20,0.125552001,0.175701209
no2,corrida_1,0-nmol/mol,part_5,6,21-30,0.09603082217,0.1922225321
no2,corrida_1,0-nmol/mol,part_6,7,1-10,0.1008351427,0.1690930075
no2,corrida_1,0-nmol/mol,part_6,7,11-20,0.1405228591,0.1497832896
no2,corrida_1,0-nmol/mol,part_6,7,21-30,0.1173067167,0.1570323181
no2,corrida_1,0-nmol/mol,ref,1,1-10,0.08267759822,0.161680244
no2,corrida_1,0-nmol/mol,ref,1,11-20,0.06830452507,0.1558289265
no2,corrida_1,0-nmol/mol,ref,1,21-30,0.2278229351,0.1272032024
no2,corrida_2,120-nmol/mol,part_1,2,1-10,123.1902532,0.4323916942
no2,corrida_2,120-nmol/mol,part_1,2,11-20,122.8555696,0.3084936198
no2,corrida_2,120-nmol/mol,part_1,2,21-30,123.1381013,0.4356038733
no2,corrida_2,120-nmol/mol,part_2,3,1-10,123.0389873,0.4784422401
no2,corrida_2,120-nmol/mol,part_2,3,11-20,122.934557,0.3427838597
no2,corrida_2,120-nmol/mol,part_2,3,21-30,122.9037975,0.5757306272
no2,corrida_2,120-nmol/mol,part_3,4,1-10,122.9379747,0.3386921697
no2,corrida_2,120-nmol/mol,part_3,4,11-20,122.8634177,0.3144467598
no2,corrida_2,120-nmol/mol,part_3,4,21-30,123.0340506,0.445312006
no2,corrida_2,120-nmol/mol,part_4,5,1-10,122.9993671,0.4253994335
no2,corrida_2,120-nmol/mol,part_4,5,11-20,122.9503797,0.5331102321
no2,corrida_2,120-nmol/mol,part_4,5,21-30,123.0324051,0.3662987769
no2,corrida_2,120-nmol/mol,part_5,6,1-10,122.8692405,0.3926957999
no2,corrida_2,120-nmol/mol,part_5,6,11-20,122.8505063,0.3478024289
no2,corrida_2,120-nmol/mol,part_5,6,21-30,122.9158228,0.1872013101
no2,corrida_2,120-nmol/mol,part_6,7,1-10,122.9827848,0.3397209898
no2,corrida_2,120-nmol/mol,part_6,7,11-20,122.9903797,0.4349714517
no2,corrida_2,120-nmol/mol,part_6,7,21-30,123.1150633,0.3611732767
no2,corrida_2,120-nmol/mol,ref,1,1-10,122.9264557,0.2870218545
no2,corrida_2,120-nmol/mol,ref,1,11-20,122.9618987,0.4048819258
no2,corrida_2,120-nmol/mol,ref,1,21-30,123.2335443,0.4767317275
no2,corrida_3,30-nmol/mol,part_1,2,1-10,32.92247619,0.03204520734
no2,corrida_3,30-nmol/mol,part_1,2,11-20,32.91139286,0.03869745765
no2,corrida_3,30-nmol/mol,part_1,2,21-30,32.91492857,0.02183825018
no2,corrida_3,30-nmol/mol,part_2,3,1-10,32.93104762,0.04150952226
no2,corrida_3,30-nmol/mol,part_2,3,11-20,32.91919048,0.0359351986
no2,corrida_3,30-nmol/mol,part_2,3,21-30,32.90007143,0.03463043196
no2,corrida_3,30-nmol/mol,part_3,4,1-10,32.91863095,0.02348959996
no2,corrida_3,30-nmol/mol,part_3,4,11-20,32.91003571,0.02069398217
no2,corrida_3,30-nmol/mol,part_3,4,21-30,32.91466667,0.02868780312
no2,corrida_3,30-nmol/mol,part_4,5,1-10,32.92505952,0.02288456317
no2,corrida_3,30-nmol/mol,part_4,5,11-20,32.89942857,0.04188081025
no2,corrida_3,30-nmol/mol,part_4,5,21-30,32.89067857,0.03024262819
no2,corrida_3,30-nmol/mol,part_5,6,1-10,32.94139286,0.02610273
no2,corrida_3,30-nmol/mol,part_5,6,11-20,32.9070119,0.03053315248
no2,corrida_3,30-nmol/mol,part_5,6,21-30,32.93436905,0.05276599254
no2,corrida_3,30-nmol/mol,part_6,7,1-10,32.91284524,0.05234075688
no2,corrida_3,30-nmol/mol,part_6,7,11-20,32.89002381,0.02469630352
no2,corrida_3,30-nmol/mol,part_6,7,21-30,32.9067381,0.04790924143
no2,corrida_3,30-nmol/mol,ref,1,1-10,32.90675,0.04353751716
no2,corrida_3,30-nmol/mol,ref,1,11-20,32.90366667,0.03345583123
no2,corrida_3,30-nmol/mol,ref,1,21-30,32.91733333,0.02835862106
no2,corrida_4,60-nmol/mol,part_1,2,1-10,64.9379011,0.3516349374
no2,corrida_4,60-nmol/mol,part_1,2,11-20,64.9980989,0.2533786669
no2,corrida_4,60-nmol/mol,part_1,2,21-30,64.97764835,0.2265595583
no2,corrida_4,60-nmol/mol,part_2,3,1-10,64.96463736,0.3322805651
no2,corrida_4,60-nmol/mol,part_2,3,11-20,64.93364835,0.2756202263
no2,corrida_4,60-nmol/mol,part_2,3,21-30,65.17783516,0.1485388323
no2,corrida_4,60-nmol/mol,part_3,4,1-10,64.96967033,0.2968006533
no2,corrida_4,60-nmol/mol,part_3,4,11-20,64.99964835,0.2659616117
no2,corrida_4,60-nmol/mol,part_3,4,21-30,64.97616484,0.235377635
no2,corrida_4,60-nmol/mol,part_4,5,1-10,64.97961538,0.2694314084
no2,corrida_4,60-nmol/mol,part_4,5,11-20,64.90434066,0.2821352059
no2,corrida_4,60-nmol/mol,part_4,5,21-30,64.81002198,0.2853463951
no2,corrida_4,60-nmol/mol,part_5,6,1-10,64.99354945,0.3758652058
no2,corrida_4,60-nmol/mol,part_5,6,11-20,65.00016484,0.3088128308
no2,corrida_4,60-nmol/mol,part_5,6,21-30,64.94946154,0.5081847256
no2,corrida_4,60-nmol/mol,part_6,7,1-10,64.94840659,0.2560404201
no2,corrida_4,60-nmol/mol,part_6,7,11-20,64.92214286,0.2907332088
no2,corrida_4,60-nmol/mol,part_6,7,21-30,65.05347253,0.1944678689
no2,corrida_4,60-nmol/mol,ref,1,1-10,65.12830769,0.2309215394
no2,corrida_4,60-nmol/mol,ref,1,11-20,64.97353846,0.3266979753
no2,corrida_4,60-nmol/mol,ref,1,21-30,64.94541758,0.3067250629
no2,corrida_5,90-nmol/mol,part_1,2,1-10,96.83286047,0.04108758221
no2,corrida_5,90-nmol/mol,part_1,2,11-20,96.8299186,0.04231812873
no2,corrida_5,90-nmol/mol,part_1,2,21-30,96.8360814,0.04021201736
no2,corrida_5,90-nmol/mol,part_2,3,1-10,96.84965116,0.03459979197
no2,corrida_5,90-nmol/mol,part_2,3,11-20,96.83754651,0.04423563958
no2,corrida_5,90-nmol/mol,part_2,3,21-30,96.83559302,0.03331189368
no2,corrida_5,90-nmol/mol,part_3,4,1-10,96.82680233,0.04020238484
no2,corrida_5,90-nmol/mol,part_3,4,11-20,96.83852326,0.03444574537
no2,corrida_5,90-nmol/mol,part_3,4,21-30,96.84786047,0.04936028479
no2,corrida_5,90-nmol/mol,part_4,5,1-10,96.86160465,0.03980002292
no2,corrida_5,90-nmol/mol,part_4,5,11-20,96.84455814,0.05184762474
no2,corrida_5,90-nmol/mol,part_4,5,21-30,96.8345814,0.04098086045
no2,corrida_5,90-nmol/mol,part_5,6,1-10,96.84322093,0.03189703714
no2,corrida_5,90-nmol/mol,part_5,6,11-20,96.8557907,0.03312385957
no2,corrida_5,90-nmol/mol,part_5,6,21-30,96.83072093,0.03836221782
no2,corrida_5,90-nmol/mol,part_6,7,1-10,96.84734884,0.04191249996
no2,corrida_5,90-nmol/mol,part_6,7,11-20,96.85490698,0.03708967365
no2,corrida_5,90-nmol/mol,part_6,7,21-30,96.81246512,0.03510009552
no2,corrida_5,90-nmol/mol,ref,1,1-10,96.82231395,0.05245105398
no2,corrida_5,90-nmol/mol,ref,1,11-20,96.83301163,0.04932308598
no2,corrida_5,90-nmol/mol,ref,1,21-30,96.81567442,0.04444703286
o3,corrida_1,0-nmol/mol,part_1,2,1-10,4.19E-05,2.66E-05
o3,corrida_1,0-nmol/mol,part_1,2,11-20,5.16E-05,3.79E-05
o3,corrida_1,0-nmol/mol,part_1,2,21-30,3.55E-05,2.82E-05
o3,corrida_1,0-nmol/mol,part_2,3,1-10,3.23E-05,4.02E-05
o3,corrida_1,0-nmol/mol,part_2,3,11-20,2.58E-05,2.04E-05
o3,corrida_1,0-nmol/mol,part_2,3,21-30,2.26E-05,2.18E-05
o3,corrida_1,0-nmol/mol,part_3,4,1-10,3.87E-05,3.66E-05
o3,corrida_1,0-nmol/mol,part_3,4,11-20,4.52E-05,3.79E-05
o3,corrida_1,0-nmol/mol,part_3,4,21-30,4.84E-05,3.13E-05
o3,corrida_1,0-nmol/mol,part_4,5,1-10,3.55E-05,3.55E-05
o3,corrida_1,0-nmol/mol,part_4,5,11-20,3.87E-05,4.25E-05
o3,corrida_1,0-nmol/mol,part_4,5,21-30,3.23E-05,3.04E-05
o3,corrida_1,0-nmol/mol,part_5,6,1-10,4.84E-05,3.13E-05
o3,corrida_1,0-nmol/mol,part_5,6,11-20,3.87E-05,3.66E-05
o3,corrida_1,0-nmol/mol,part_5,6,21-30,3.55E-05,3.21E-05
o3,corrida_1,0-nmol/mol,part_6,7,1-10,2.90E-05,2.82E-05
o3,corrida_1,0-nmol/mol,part_6,7,11-20,3.23E-05,2.63E-05
o3,corrida_1,0-nmol/mol,part_6,7,21-30,1.61E-05,2.28E-05
o3,corrida_1,0-nmol/mol,ref,1,1-10,2.58E-05,3.33E-05
o3,corrida_1,0-nmol/mol,ref,1,11-20,2.90E-05,2.82E-05
o3,corrida_1,0-nmol/mol,ref,1,21-30,4.84E-05,4.62E-05
o3,corrida_2,120-nmol/mol,part_1,2,1-10,120.0332808,0.8226852395
o3,corrida_2,120-nmol/mol,part_1,2,11-20,119.7423137,0.8374287466
o3,corrida_2,120-nmol/mol,part_1,2,21-30,120.2250029,0.7995346631
o3,corrida_2,120-nmol/mol,part_2,3,1-10,119.6025957,0.7652477885
o3,corrida_2,120-nmol/mol,part_2,3,11-20,119.5807042,0.8066845267
o3,corrida_2,120-nmol/mol,part_2,3,21-30,119.896511,0.8330564352
o3,corrida_2,120-nmol/mol,part_3,4,1-10,119.4500151,0.689816666
o3,corrida_2,120-nmol/mol,part_3,4,11-20,119.7191714,0.8071859708
