"sample_id","media","desviacion"
1,2.01550171932087,0.00560928828720779
2,2.01187298517086,0.00607719754559447
3,2.01740232108317,0.00442591401145018
4,2.01510638297873,0.00631882655528717
5,2.01696378680422,0.00113444060209558
6,2.0147267354395,0.00459900548443061
7,2.01136363636364,0.00495688996104439
8,2.01113045347088,0.0047581159077901
9,2.01109800128949,0.00506691474281698
10,2.01326316355039,0.00531477443765817
