"participante","x_pt","x_i","s_pt","u_x","u_i","z","z_prima","zeta","En"
"part_1",2.01367154523963,2.01215082742317,0.00052543090014757,0.00129035113573494,0.00113753130957377,-2.89422989023426,-1.09150694786299,-0.884051081735417,-0.442025540867709
